ï»¿Run_DateTime,Date,UTC_Date,TempA,TempM,DewPointA,DewPointM,Humidity,WindSpeedA,WindSpeedM,WindGustA,WindGustM,WindDir,VisibilityA,VisibilityM,PressureA,PressureM,WindChillA,WindChillM,HeatIndexA,HeatIndexM,PrecipA,PrecipM,Condition,Fog,Rain,Snow,Hail,Thunder,Tornado
13:26.1,51:00.0,51:00.0,78.1,25.6,61,16.1,56,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,77,25,62.1,16.7,60,0,0,-9999,-9999,0,10,16.1,30.01,1016.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75.9,24.4,61,16.1,60,0,0,-9999,-9999,0,10,16.1,30.01,1016.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,76.6,24.8,60.8,16,58,0,0,-9999,-9999,0,10,16.1,30.04,1017.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,55:00.0,55:00.0,-9999,-9999,-9999,-9999,NULL,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Thunderstorm,0,0,0,0,1,0
13:26.1,56:00.0,56:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,58:00.0,58:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,00:00.0,00:00.0,73.4,23,60.8,16,65,0,0,-9999,-9999,0,10,16.1,30.04,1017.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,01:00.0,01:00.0,73.9,23.3,60.8,16,63,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,02:00.0,02:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,04:00.0,04:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,05:00.0,05:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,06:00.0,06:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,07:00.0,07:00.0,-9999,-9999,-9999,-9999,NULL,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Unknown,0,0,0,0,0,0
13:26.1,08:00.0,08:00.0,66.9,19.4,63,17.2,87,3.5,5.6,-9999,-9999,350,10,16.1,30.03,1016.7,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,10:00.0,10:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,11:00.0,11:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,12:00.0,12:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,13:00.0,13:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,14:00.0,14:00.0,-9999,-9999,-9999,-9999,NULL,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Unknown,0,0,0,0,0,0
13:26.1,16:00.0,16:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,18:00.0,18:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,19:00.0,19:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,20:00.0,20:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,22:00.0,22:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,24:00.0,24:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,25:00.0,25:00.0,-9999,-9999,-9999,-9999,NULL,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Unknown,0,0,0,0,0,0
13:26.1,26:00.0,26:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,27:00.0,27:00.0,-9999,-9999,-9999,-9999,NULL,-9999,-9999,-9999,-9999,0,-9999,-9999,30.03,1016.7,-9999,-9999,-9999,-9999,-9999,-9999,Unknown,0,0,0,0,0,0
13:26.1,28:00.0,28:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,32:00.0,32:00.0,-9999,-9999,-9999,-9999,NULL,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Unknown,0,0,0,0,0,0
13:26.1,33:00.0,33:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,34:00.0,34:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,35:00.0,35:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,36:00.0,36:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,41:00.0,41:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,42:00.0,42:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,44:00.0,44:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,46:00.0,46:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,50:00.0,50:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73,22.8,62.1,16.7,68,0,0,-9999,-9999,0,10,16.1,30.03,1016.7,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,54:00.0,54:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,56:00.0,56:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,00:00.0,00:00.0,-9999,-9999,-9999,-9999,NULL,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Unknown,0,0,0,0,0,0
13:26.1,02:00.0,02:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,03:00.0,03:00.0,-9999,-9999,-9999,-9999,NULL,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Unknown,0,0,0,0,0,0
13:26.1,10:00.0,10:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,17:00.0,17:00.0,73.9,23.3,60.1,15.6,62,0,0,-9999,-9999,0,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,18:00.0,18:00.0,-9999,-9999,-9999,-9999,NULL,-9999,-9999,-9999,-9999,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,Unknown,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,72,22.2,62.1,16.7,71,0,0,-9999,-9999,0,10,16.1,30.05,1017.4,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73,22.8,63,17.2,71,3.5,5.6,-9999,-9999,0,10,16.1,30.06,1017.8,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,63,17.2,66,0,0,-9999,-9999,0,10,16.1,30.06,1018,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,78.1,25.6,62.1,16.7,58,0,0,-9999,-9999,0,10,16.1,30.07,1018.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,80.1,26.7,61,16.1,52,5.8,9.3,-9999,-9999,50,10,16.1,30.07,1018.3,-9999,-9999,81.1,27.3,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,81,27.2,62.1,16.7,52,4.6,7.4,-9999,-9999,60,10,16.1,30.06,1018,-9999,-9999,81.9,27.7,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,84.9,29.4,60.1,15.6,43,3.5,5.6,-9999,-9999,0,10,16.1,30.06,1017.7,-9999,-9999,84.8,29.3,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,88,31.1,62.1,16.7,42,4.6,7.4,-9999,-9999,60,10,16.1,30.04,1017.1,-9999,-9999,88.4,31.3,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,88,31.1,57.9,14.4,36,0,0,-9999,-9999,0,10,16.1,30.02,1016.5,-9999,-9999,86.9,30.5,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,88,31.1,57,13.9,35,4.6,7.4,-9999,-9999,0,10,16.1,30,1015.8,-9999,-9999,86.7,30.4,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,90,32.2,59,15,35,8.1,13,-9999,-9999,280,10,16.1,29.98,1015.1,-9999,-9999,89.1,31.7,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,91,32.8,61,16.1,36,3.5,5.6,-9999,-9999,0,10,16.1,29.97,1014.8,-9999,-9999,90.9,32.7,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,87.1,30.6,64,17.8,46,10.4,16.7,16.1,25.9,100,10,16.1,29.97,1014.9,-9999,-9999,88.3,31.3,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82.9,28.3,62.1,16.7,49,3.5,5.6,-9999,-9999,0,10,16.1,29.98,1015.1,-9999,-9999,83.7,28.7,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,80.1,26.7,63,17.2,56,5.8,9.3,-9999,-9999,0,10,16.1,29.99,1015.4,-9999,-9999,81.5,27.5,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,80.1,26.7,64,17.8,58,3.5,5.6,-9999,-9999,0,10,16.1,29.98,1015.1,-9999,-9999,81.7,27.6,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,79,26.1,66.9,19.4,66,5.8,9.3,-9999,-9999,0,10,16.1,29.98,1015,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,79,26.1,68,20,69,0,0,-9999,-9999,0,10,16.1,29.98,1015.2,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,78.1,25.6,64.9,18.3,64,0,0,-9999,-9999,0,10,16.1,29.99,1015.5,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73,22.8,68,20,84,5.8,9.3,-9999,-9999,270,10,16.1,29.98,1015.2,-9999,-9999,-9999,-9999,0,0,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,72,22.2,70,21.1,93,0,0,-9999,-9999,0,8,12.9,29.95,1014.2,-9999,-9999,-9999,-9999,0.02,0.5,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,72,22.2,68,20,87,3.5,5.6,-9999,-9999,270,10,16.1,29.95,1014.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73,22.8,66.9,19.4,81,3.5,5.6,-9999,-9999,240,10,16.1,29.94,1013.9,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73,22.8,66,18.9,79,3.5,5.6,-9999,-9999,0,10,16.1,29.94,1013.7,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,72,22.2,66,18.9,81,0,0,-9999,-9999,0,10,16.1,29.93,1013.5,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,72,22.2,66,18.9,81,3.5,5.6,-9999,-9999,250,10,16.1,29.93,1013.3,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73.9,23.3,66.9,19.4,79,4.6,7.4,-9999,-9999,260,10,16.1,29.93,1013.4,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,77,25,66.9,19.4,71,4.6,7.4,-9999,-9999,280,10,16.1,29.93,1013.4,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,79,26.1,68,20,69,3.5,5.6,-9999,-9999,290,10,16.1,29.92,1013,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82.9,28.3,68,20,60,3.5,5.6,-9999,-9999,0,10,16.1,29.91,1012.9,-9999,-9999,85.8,29.9,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,90,32.2,69.1,20.6,50,0,0,-9999,-9999,0,10,16.1,29.89,1012.2,-9999,-9999,94.5,34.7,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,89.1,31.7,70,21.1,53,4.6,7.4,-9999,-9999,0,10,16.1,29.86,1011.1,-9999,-9999,94.1,34.5,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,89.1,31.7,69.1,20.6,52,0,0,-9999,-9999,0,10,16.1,29.85,1010.7,-9999,-9999,93.7,34.3,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,91.9,33.3,70,21.1,48,3.5,5.6,-9999,-9999,0,10,16.1,29.82,1009.6,-9999,-9999,97.4,36.3,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,91,32.8,68,20,47,6.9,11.1,-9999,-9999,0,10,16.1,29.78,1008.5,-9999,-9999,95.2,35.1,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,86,30,69.1,20.6,57,11.5,18.5,17.3,27.8,130,10,16.1,29.79,1008.6,-9999,-9999,90.1,32.3,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,84,28.9,72,22.2,67,3.5,5.6,-9999,-9999,0,8,12.9,29.78,1008.3,-9999,-9999,89.6,32,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,88,31.1,66.9,19.4,49,11.5,18.5,16.1,25.9,250,10,16.1,29.76,1007.7,-9999,-9999,90.7,32.6,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82,27.8,66.9,19.4,60,0,0,-9999,-9999,0,10,16.1,29.81,1009.2,-9999,-9999,84.5,29.2,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,80.1,26.7,66,18.9,62,0,0,-9999,-9999,0,10,16.1,29.79,1008.6,-9999,-9999,82.1,27.8,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,81,27.2,63,17.2,54,0,0,-9999,-9999,0,10,16.1,29.81,1009.3,-9999,-9999,82.2,27.9,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,64.9,18.3,71,0,0,-9999,-9999,0,10,16.1,29.8,1008.9,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,68,20,79,0,0,-9999,-9999,0,10,16.1,29.79,1008.6,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75.9,24.4,68,20,76,4.6,7.4,-9999,-9999,240,10,16.1,29.79,1008.6,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75.9,24.4,66,18.9,71,0,0,-9999,-9999,0,10,16.1,29.76,1007.7,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,66,18.9,73,0,0,-9999,-9999,0,10,16.1,29.75,1007.4,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,66,18.9,73,0,0,-9999,-9999,0,10,16.1,29.74,1007,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,66,18.9,73,3.5,5.6,-9999,-9999,0,10,16.1,29.76,1007.6,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73.9,23.3,64.9,18.3,73,3.5,5.6,-9999,-9999,0,10,16.1,29.76,1007.8,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73.9,23.3,64.9,18.3,73,0,0,-9999,-9999,0,10,16.1,29.76,1007.7,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,63,17.2,66,0,0,-9999,-9999,0,10,16.1,29.77,1008.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,77,25,63,17.2,62,3.5,5.6,-9999,-9999,0,10,16.1,29.78,1008.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,80.1,26.7,62.1,16.7,54,6.9,11.1,-9999,-9999,0,9,14.5,29.78,1008.3,-9999,-9999,81.2,27.4,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82.9,28.3,59,15,44,9.2,14.8,-9999,-9999,290,7,11.3,29.77,1007.9,-9999,-9999,82.8,28.2,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,87.1,30.6,57.9,14.4,37,0,0,-9999,-9999,0,7,11.3,29.76,1007.7,-9999,-9999,86.1,30,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,89.1,31.7,55,12.8,31,3.5,5.6,-9999,-9999,0,7,11.3,29.74,1007.1,-9999,-9999,87.1,30.6,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,91,32.8,53.1,11.7,27,4.6,7.4,-9999,-9999,0,7,11.3,29.73,1006.6,-9999,-9999,88.5,31.4,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,88,31.1,55.9,13.3,34,10.4,16.7,16.1,25.9,250,8,12.9,29.7,1005.8,-9999,-9999,86.5,30.3,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,89.1,31.7,57.9,14.4,35,6.9,11.1,-9999,-9999,270,10,16.1,29.7,1005.5,-9999,-9999,88,31.1,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,88,31.1,55.9,13.3,34,4.6,7.4,-9999,-9999,0,10,16.1,29.68,1005.1,-9999,-9999,86.5,30.3,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,87.1,30.6,55.9,13.3,35,8.1,13,16.1,25.9,280,10,16.1,29.68,1005,-9999,-9999,85.7,29.8,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,87.1,30.6,53.1,11.7,31,9.2,14.8,-9999,-9999,290,10,16.1,29.7,1005.5,-9999,-9999,84.9,29.4,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,84.9,29.4,55.9,13.3,37,5.8,9.3,-9999,-9999,0,10,16.1,29.69,1005.4,-9999,-9999,83.7,28.7,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82.9,28.3,55.9,13.3,39,3.5,5.6,-9999,-9999,0,10,16.1,29.7,1005.8,-9999,-9999,82.1,27.9,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82.9,28.3,57,13.9,41,4.6,7.4,-9999,-9999,0,10,16.1,29.71,1006,-9999,-9999,82.4,28,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82,27.8,55.9,13.3,41,0,0,-9999,-9999,0,10,16.1,29.72,1006.2,-9999,-9999,81.6,27.6,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,81,27.2,55,12.8,41,3.5,5.6,-9999,-9999,0,10,16.1,29.73,1006.5,-9999,-9999,80.7,27.1,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,79,26.1,54,12.2,42,3.5,5.6,-9999,-9999,30,10,16.1,29.73,1006.6,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,78.1,25.6,55,12.8,45,9.2,14.8,-9999,-9999,50,10,16.1,29.73,1006.5,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75.9,24.4,55,12.8,48,3.5,5.6,-9999,-9999,10,10,16.1,29.72,1006.2,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,55.9,13.3,51,3.5,5.6,-9999,-9999,20,10,16.1,29.72,1006.3,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73,22.8,57,13.9,57,3.5,5.6,-9999,-9999,50,10,16.1,29.73,1006.8,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,72,22.2,57,13.9,59,0,0,-9999,-9999,0,10,16.1,29.74,1007,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73,22.8,57,13.9,57,0,0,-9999,-9999,0,10,16.1,29.75,1007.4,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73.9,23.3,59,15,59,0,0,-9999,-9999,0,10,16.1,29.75,1007.3,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75.9,24.4,59,15,56,5.8,9.3,-9999,-9999,40,10,16.1,29.75,1007.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,77,25,59,15,54,4.6,7.4,-9999,-9999,40,10,16.1,29.75,1007.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,81,27.2,57.9,14.4,45,4.6,7.4,-9999,-9999,0,10,16.1,29.74,1006.9,-9999,-9999,81.1,27.3,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,84.9,29.4,59,15,41,5.8,9.3,-9999,-9999,0,10,16.1,29.72,1006.4,-9999,-9999,84.4,29.1,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,86,30,60.1,15.6,41,4.6,7.4,-9999,-9999,0,10,16.1,29.7,1005.8,-9999,-9999,85.7,29.8,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82.9,28.3,62.1,16.7,49,5.8,9.3,-9999,-9999,0,10,16.1,29.7,1005.8,-9999,-9999,83.7,28.7,-9999,-9999,Clear,0,0,0,0,0,0
