ï»¿Run_DateTime,Date,UTC_Date,TempA,TempM,DewPointA,DewPointM,Humidity,WindSpeedA,WindSpeedM,WindGustA,WindGustM,WindDir,VisibilityA,VisibilityM,PressureA,PressureM,WindChillA,WindChillM,HeatIndexA,HeatIndexM,PrecipA,PrecipM,Condition,Fog,Rain,Snow,Hail,Thunder,Tornado
13:26.1,19:00.0,19:00.0,71.1,21.7,70,21.1,96,0,0,-9999,-9999,0,2.5,4,29.83,1010,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,30:00.0,30:00.0,71.1,21.7,70,21.1,96,0,0,-9999,-9999,0,3,4.8,29.83,1010,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,69.1,20.6,97,0,0,-9999,-9999,0,4,6.4,29.81,1009.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,68,20,93,0,0,-9999,-9999,0,4,6.4,29.82,1009.6,-9999,-9999,-9999,-9999,0,0,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,69.1,20.6,97,0,0,-9999,-9999,0,3,4.8,29.82,1009.8,-9999,-9999,-9999,-9999,0.01,0.3,Light Rain,0,1,0,0,0,0
13:26.1,51:00.0,51:00.0,71.1,21.7,70,21.1,96,0,0,-9999,-9999,0,3,4.8,29.82,1009.7,-9999,-9999,-9999,-9999,0.01,0.3,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,69.1,20.6,97,0,0,-9999,-9999,0,3,4.8,29.81,1009.5,-9999,-9999,-9999,-9999,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,69.1,20.6,97,0,0,-9999,-9999,0,4,6.4,29.82,1009.8,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,09:00.0,09:00.0,71.1,21.7,69.1,20.6,93,3.5,5.6,-9999,-9999,300,2.5,4,29.84,1010.4,-9999,-9999,-9999,-9999,0,0,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,71.1,21.7,68,20,90,0,0,-9999,-9999,0,5,8,29.82,1009.7,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,58:00.0,58:00.0,71.1,21.7,69.1,20.6,93,4.6,7.4,-9999,-9999,0,4,6.4,29.85,1010.7,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,23:00.0,23:00.0,70,21.1,68,20,93,3.5,5.6,-9999,-9999,0,5,8,29.86,1011.1,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,69.1,20.6,66.9,19.4,93,3.5,5.6,-9999,-9999,30,7,11.3,29.84,1010.3,-9999,-9999,-9999,-9999,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,17:00.0,17:00.0,70,21.1,68,20,93,0,0,-9999,-9999,0,2,3.2,29.87,1011.4,-9999,-9999,-9999,-9999,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,26:00.0,26:00.0,70,21.1,69.1,20.6,97,0,0,-9999,-9999,0,1.8,2.8,29.87,1011.4,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,34:00.0,34:00.0,70,21.1,69.1,20.6,97,4.6,7.4,-9999,-9999,0,1.8,2.8,29.88,1011.7,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,39:00.0,39:00.0,71.1,21.7,69.1,20.6,93,3.5,5.6,-9999,-9999,0,2,3.2,29.88,1011.7,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,64.9,18.3,84,3.5,5.6,-9999,-9999,0,10,16.1,29.87,1011.3,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,71.1,21.7,62.1,16.7,73,4.6,7.4,-9999,-9999,300,10,16.1,29.88,1011.7,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73,22.8,60.1,15.6,64,6.9,11.1,-9999,-9999,300,10,16.1,29.88,1011.9,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,77,25,59,15,54,3.5,5.6,-9999,-9999,0,10,16.1,29.88,1011.8,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,81,27.2,59,15,47,-9999,-9999,-9999,-9999,0,10,16.1,29.88,1011.6,-9999,-9999,81.3,27.4,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82,27.8,53.1,11.7,37,5.8,9.3,-9999,-9999,0,10,16.1,29.88,1011.6,-9999,-9999,81.2,27.3,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82,27.8,55,12.8,39,3.5,5.6,-9999,-9999,0,10,16.1,29.88,1011.7,-9999,-9999,81.4,27.4,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82,27.8,53.1,11.7,37,8.1,13,-9999,-9999,310,10,16.1,29.88,1011.8,-9999,-9999,81.2,27.3,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82,27.8,55,12.8,39,6.9,11.1,-9999,-9999,0,10,16.1,29.88,1011.8,-9999,-9999,81.4,27.4,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82,27.8,52,11.1,35,-9999,-9999,-9999,-9999,0,10,16.1,29.89,1012.1,-9999,-9999,-9999,-9999,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82,27.8,52,11.1,35,3.5,5.6,-9999,-9999,0,10,16.1,29.9,1012.4,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,81,27.2,51.1,10.6,35,6.9,11.1,-9999,-9999,290,10,16.1,29.89,1012.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,80.1,26.7,48.9,9.4,34,9.2,14.8,-9999,-9999,300,10,16.1,29.91,1012.8,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,79,26.1,48.9,9.4,35,3.5,5.6,-9999,-9999,0,10,16.1,29.93,1013.5,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,55,12.8,50,3.5,5.6,-9999,-9999,30,10,16.1,29.96,1014.6,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,72,22.2,55.9,13.3,57,4.6,7.4,-9999,-9999,30,10,16.1,29.98,1015,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,71.1,21.7,57,13.9,61,4.6,7.4,-9999,-9999,30,10,16.1,29.99,1015.5,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,55.9,13.3,61,0,0,-9999,-9999,0,10,16.1,30,1015.7,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,68,20,55.9,13.3,65,0,0,-9999,-9999,0,10,16.1,29.99,1015.4,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,68,20,57.9,14.4,70,3.5,5.6,-9999,-9999,0,10,16.1,30,1015.7,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,68,20,55.9,13.3,65,4.6,7.4,-9999,-9999,290,10,16.1,30.01,1016.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,69.1,20.6,55,12.8,61,4.6,7.4,-9999,-9999,340,10,16.1,30.01,1016.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,72,22.2,55.9,13.3,57,3.5,5.6,-9999,-9999,70,10,16.1,30.02,1016.4,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,55.9,13.3,51,0,0,-9999,-9999,0,10,16.1,30.01,1016.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,78.1,25.6,54,12.2,43,5.8,9.3,-9999,-9999,0,10,16.1,30,1015.9,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,81,27.2,53.1,11.7,38,5.8,9.3,-9999,-9999,0,10,16.1,29.99,1015.5,-9999,-9999,80.4,26.9,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82,27.8,48.9,9.4,31,3.5,5.6,-9999,-9999,0,10,16.1,29.98,1015,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,82,27.8,48.9,9.4,31,0,0,-9999,-9999,0,10,16.1,29.95,1014.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,79,26.1,53.1,11.7,40,3.5,5.6,-9999,-9999,0,10,16.1,29.95,1014.2,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,80.1,26.7,57.9,14.4,47,0,0,-9999,-9999,0,10,16.1,29.94,1013.9,-9999,-9999,80.6,27,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,78.1,25.6,59,15,52,0,0,-9999,-9999,0,10,16.1,29.93,1013.4,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,78.1,25.6,57.9,14.4,50,5.8,9.3,-9999,-9999,0,10,16.1,29.92,1013,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,77,25,59,15,54,4.6,7.4,-9999,-9999,180,10,16.1,29.91,1012.9,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75.9,24.4,60.1,15.6,58,3.5,5.6,-9999,-9999,0,10,16.1,29.91,1012.8,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,62.1,16.7,64,3.5,5.6,-9999,-9999,180,10,16.1,29.9,1012.5,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,62.1,16.7,64,3.5,5.6,-9999,-9999,0,10,16.1,29.91,1012.6,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75,23.9,61,16.1,62,3.5,5.6,-9999,-9999,0,10,16.1,29.9,1012.4,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,66.9,19.4,66,18.9,97,3.5,5.6,-9999,-9999,210,7,11.3,29.9,1012.5,-9999,-9999,-9999,-9999,0.06,1.5,Light Rain,0,1,0,0,0,0
13:26.1,51:00.0,51:00.0,68,20,64.9,18.3,90,4.6,7.4,-9999,-9999,240,10,16.1,29.88,1011.6,-9999,-9999,-9999,-9999,0,0,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,68,20,64,17.8,87,3.5,5.6,-9999,-9999,0,10,16.1,29.84,1010.5,-9999,-9999,-9999,-9999,0.01,0.3,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,68,20,64.9,18.3,90,3.5,5.6,-9999,-9999,0,10,16.1,29.82,1009.8,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,66.9,19.4,90,0,0,-9999,-9999,0,9,14.5,29.56,1000.8,-9999,-9999,-9999,-9999,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,71.1,21.7,69.1,20.6,93,-9999,-9999,-9999,-9999,0,5,8,29.77,1007.9,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,71.1,21.7,68,20,90,-9999,-9999,-9999,-9999,0,6,9.7,29.76,1007.7,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,71.1,21.7,68,20,90,4.6,7.4,-9999,-9999,0,6,9.7,29.75,1007.2,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,66,18.9,62.1,16.7,87,6.9,11.1,-9999,-9999,0,10,16.1,29.74,1007,-9999,-9999,-9999,-9999,0.01,0.3,Overcast,0,0,0,0,0,0
13:26.1,46:00.0,46:00.0,64.4,18,62.6,17,94,4.6,7.4,-9999,-9999,10,2,3.2,29.77,1008,-9999,-9999,-9999,-9999,0.03,0.8,Rain,0,1,0,0,0,0
13:26.1,51:00.0,51:00.0,64.9,18.3,62.1,16.7,90,4.6,7.4,-9999,-9999,350,2.5,4,29.76,1007.6,-9999,-9999,-9999,-9999,0.03,0.8,Light Rain,0,1,0,0,0,0
13:26.1,00:00.0,00:00.0,64,17.8,63,17.2,96,0,0,-9999,-9999,0,5,8,29.78,1008.4,-9999,-9999,-9999,-9999,0.01,0.3,Light Rain,0,1,0,0,0,0
13:26.1,51:00.0,51:00.0,64,17.8,63,17.2,96,0,0,-9999,-9999,0,6,9.7,29.73,1006.6,-9999,-9999,-9999,-9999,0.01,0.3,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,66,18.9,64,17.8,93,0,0,-9999,-9999,0,6,9.7,29.73,1006.7,-9999,-9999,-9999,-9999,0,0,Partly Cloudy,0,0,0,0,0,0
13:26.1,36:00.0,36:00.0,66.9,19.4,64,17.8,90,3.5,5.6,-9999,-9999,0,5,8,29.76,1007.7,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,66.9,19.4,64,17.8,90,3.5,5.6,-9999,-9999,160,5,8,29.73,1006.8,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,06:00.0,06:00.0,68,20,63,17.2,84,3.5,5.6,-9999,-9999,110,6,9.7,29.76,1007.7,-9999,-9999,-9999,-9999,-9999,-9999,Haze,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,69.1,20.6,63,17.2,81,5.8,9.3,-9999,-9999,0,9,14.5,29.74,1007,-9999,-9999,-9999,-9999,-9999,-9999,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,72,22.2,63,17.2,73,6.9,11.1,-9999,-9999,0,10,16.1,29.72,1006.2,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,32:00.0,32:00.0,70,21.1,64,17.8,81,0,0,-9999,-9999,0,10,16.1,29.73,1006.7,-9999,-9999,-9999,-9999,-9999,-9999,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73,22.8,64,17.8,73,6.9,11.1,-9999,-9999,0,10,16.1,29.69,1005.2,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,20:00.0,20:00.0,73,22.8,63,17.2,71,0,0,-9999,-9999,0,10,16.1,29.68,1005,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73,22.8,61,16.1,66,5.8,9.3,-9999,-9999,0,10,16.1,29.65,1003.8,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,33:00.0,33:00.0,66,18.9,62.1,16.7,87,3.5,5.6,19.6,31.5,0,1.8,2.8,29.7,1005.6,-9999,-9999,-9999,-9999,0.01,0.3,Heavy Rain,0,1,0,0,0,0
13:26.1,46:00.0,46:00.0,64.4,18,62.6,17,94,3.5,5.6,-9999,-9999,180,3,4.8,29.71,1006,-9999,-9999,-9999,-9999,0.07,1.8,Light Rain,0,1,0,0,0,0
13:26.1,51:00.0,51:00.0,64,17.8,64,17.8,100,0,0,-9999,-9999,0,3,4.8,29.68,1005,-9999,-9999,-9999,-9999,0.07,1.8,Light Rain,0,1,0,0,0,0
13:26.1,51:00.0,51:00.0,66,18.9,63,17.2,90,4.6,7.4,-9999,-9999,60,8,12.9,29.68,1004.9,-9999,-9999,-9999,-9999,0,0,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,64.9,18.3,62.1,16.7,90,6.9,11.1,-9999,-9999,0,10,16.1,29.72,1006.3,-9999,-9999,-9999,-9999,0.02,0.5,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,64,17.8,61,16.1,90,4.6,7.4,-9999,-9999,0,9,14.5,29.72,1006.4,-9999,-9999,-9999,-9999,-9999,-9999,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,63,17.2,61,16.1,93,0,0,-9999,-9999,0,10,16.1,29.73,1006.5,-9999,-9999,-9999,-9999,-9999,-9999,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,64.9,18.3,60.1,15.6,84,0,0,-9999,-9999,0,10,16.1,29.73,1006.7,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,64,17.8,54,12.2,70,0,0,-9999,-9999,0,10,16.1,29.73,1006.8,-9999,-9999,-9999,-9999,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,63,17.2,51.1,10.6,65,4.6,7.4,-9999,-9999,0,10,16.1,29.73,1006.8,-9999,-9999,-9999,-9999,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,62.1,16.7,51.1,10.6,67,4.6,7.4,-9999,-9999,0,10,16.1,29.73,1006.5,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,61,16.1,48.9,9.4,64,9.2,14.8,-9999,-9999,300,10,16.1,29.72,1006.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,60.1,15.6,46.9,8.3,62,8.1,13,17.3,27.8,310,10,16.1,29.7,1005.7,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,59,15,46.9,8.3,64,0,0,-9999,-9999,0,10,16.1,29.69,1005.3,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,57.9,14.4,46.9,8.3,67,0,0,-9999,-9999,0,10,16.1,29.7,1005.5,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,57.9,14.4,46,7.8,65,8.1,13,19.6,31.5,300,10,16.1,29.7,1005.7,-9999,-9999,-9999,-9999,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,59,15,46.9,8.3,64,4.6,7.4,-9999,-9999,0,10,16.1,29.71,1006,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,61,16.1,48,8.9,62,3.5,5.6,-9999,-9999,0,10,16.1,29.71,1006.1,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,62.1,16.7,48.9,9.4,62,4.6,7.4,-9999,-9999,0,10,16.1,29.72,1006.2,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,63,17.2,48.9,9.4,60,4.6,7.4,23,37,0,10,16.1,29.71,1006.1,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,64,17.8,48.9,9.4,58,6.9,11.1,19.6,31.5,0,10,16.1,29.71,1006.1,-9999,-9999,-9999,-9999,-9999,-9999,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,68,20,51.1,10.6,55,9.2,14.8,23,37,300,10,16.1,29.71,1005.9,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,69.1,20.6,50,10,51,5.8,9.3,24.2,38.9,0,10,16.1,29.7,1005.7,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,51.1,10.6,51,4.6,7.4,21.9,35.2,0,10,16.1,29.71,1005.9,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,69.1,20.6,50,10,51,6.9,11.1,-9999,-9999,0,10,16.1,29.7,1005.8,-9999,-9999,-9999,-9999,-9999,-9999,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,69.1,20.6,48.9,9.4,49,11.5,18.5,19.6,31.5,300,10,16.1,29.7,1005.8,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,48,8.9,46,6.9,11.1,-9999,-9999,0,10,16.1,29.7,1005.8,-9999,-9999,-9999,-9999,-9999,-9999,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,71.1,21.7,46.9,8.3,42,6.9,11.1,20.7,33.3,0,10,16.1,29.71,1005.9,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,71.1,21.7,45,7.2,39,13.8,22.2,26.5,42.6,300,10,16.1,29.72,1006.4,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,45,7.2,41,8.1,13,-9999,-9999,300,10,16.1,29.74,1007.1,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,69.1,20.6,45,7.2,42,8.1,13,-9999,-9999,300,10,16.1,29.75,1007.5,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,46,7.8,42,3.5,5.6,-9999,-9999,0,10,16.1,29.78,1008.3,-9999,-9999,-9999,-9999,-9999,-9999,Overcast,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,68,20,46,7.8,45,6.9,11.1,-9999,-9999,0,10,16.1,29.77,1008.1,-9999,-9999,-9999,-9999,-9999,-9999,Mostly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,66,18.9,46.9,8.3,50,4.6,7.4,-9999,-9999,250,10,16.1,29.77,1008,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,66,18.9,46,7.8,48,4.6,7.4,-9999,-9999,0,10,16.1,29.75,1007.4,-9999,-9999,-9999,-9999,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,64.9,18.3,46,7.8,50,4.6,7.4,-9999,-9999,250,10,16.1,29.73,1006.8,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,64,17.8,46,7.8,52,5.8,9.3,-9999,-9999,270,10,16.1,29.73,1006.6,-9999,-9999,-9999,-9999,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,64.9,18.3,46,7.8,50,6.9,11.1,-9999,-9999,280,10,16.1,29.72,1006.4,-9999,-9999,-9999,-9999,-9999,-9999,Scattered Clouds,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,64,17.8,48,8.9,56,4.6,7.4,-9999,-9999,0,10,16.1,29.74,1006.9,-9999,-9999,-9999,-9999,-9999,-9999,Partly Cloudy,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,62.1,16.7,48,8.9,60,0,0,-9999,-9999,0,10,16.1,29.75,1007.4,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,63,17.2,50,10,63,5.8,9.3,-9999,-9999,270,10,16.1,29.76,1007.8,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,64.9,18.3,50,10,58,6.9,11.1,16.1,25.9,290,10,16.1,29.78,1008.3,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,68,20,51.1,10.6,55,9.2,14.8,-9999,-9999,270,10,16.1,29.78,1008.3,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,70,21.1,51.1,10.6,51,5.8,9.3,18.4,29.6,0,10,16.1,29.78,1008.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,73,22.8,48,8.9,41,8.1,13,17.3,27.8,290,10,16.1,29.77,1008.1,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,75.9,24.4,48.9,9.4,38,9.2,14.8,18.4,29.6,290,10,16.1,29.78,1008.2,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,78.1,25.6,45,7.2,31,11.5,18.5,19.6,31.5,270,10,16.1,29.78,1008.4,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,78.1,25.6,48,8.9,35,9.2,14.8,21.9,35.2,290,10,16.1,29.76,1007.7,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,81,27.2,48.9,9.4,33,4.6,7.4,-9999,-9999,0,10,16.1,29.75,1007.3,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,81,27.2,48,8.9,31,8.1,13,21.9,35.2,280,10,16.1,29.75,1007.3,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,81,27.2,46.9,8.3,30,10.4,16.7,24.2,38.9,310,10,16.1,29.76,1007.7,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
13:26.1,51:00.0,51:00.0,81,27.2,46,7.8,29,8.1,13,-9999,-9999,280,10,16.1,29.76,1007.7,-9999,-9999,-9999,-9999,-9999,-9999,Clear,0,0,0,0,0,0
